timeid,method,spot,districtid
2,state,hot,103
2,state,hot,104
2,state,hot,124
2,state,hot,146
2,state,hot,156
2,state,hot,161
2,state,hot,181
2,state,hot,191
2,state,hot,202
2,state,hot,211
2,state,hot,228
2,state,hot,260
2,state,hot,275
2,state,hot,300
2,state,hot,308
2,state,hot,319
2,state,hot,325
2,state,hot,328
2,state,hot,335
2,state,hot,337
2,state,hot,361
2,state,hot,365
2,state,hot,369
2,state,hot,371
2,state,hot,372
2,state,hot,397
2,state,hot,399
2,state,hot,408
2,state,hot,416
2,state,hot,422
2,state,hot,424
2,state,hot,448
2,state,hot,469
2,state,hot,474
2,state,hot,479
2,state,hot,499
2,state,hot,500
2,state,hot,537
2,state,hot,542
2,state,hot,544
2,state,hot,548
2,state,hot,556
2,state,hot,557
2,state,hot,583
2,state,hot,591
2,state,hot,603
2,state,hot,604
2,state,hot,647
2,state,hot,658
2,state,hot,661
2,state,hot,665
2,state,hot,699
2,state,hot,718
2,state,hot,732
2,state,hot,779
3,state,hot,103
3,state,hot,104
3,state,hot,120
3,state,hot,124
3,state,hot,160
3,state,hot,173
3,state,hot,182
3,state,hot,191
3,state,hot,192
3,state,hot,197
3,state,hot,223
3,state,hot,228
3,state,hot,239
3,state,hot,259
3,state,hot,260
3,state,hot,266
3,state,hot,268
3,state,hot,279
3,state,cold,283
3,state,hot,292
3,state,hot,295
3,state,hot,300
3,state,hot,308
3,state,hot,315
3,state,hot,316
3,state,hot,319
3,state,hot,321
3,state,hot,327
3,state,hot,337
3,state,hot,342
3,state,hot,352
3,state,hot,360
3,state,hot,361
3,state,cold,362
3,state,hot,364
3,state,hot,365
3,state,hot,369
3,state,hot,371
3,state,hot,372
3,state,hot,385
3,state,hot,387
3,state,hot,397
3,state,hot,408
3,state,hot,416
3,state,hot,420
3,state,hot,422
3,state,hot,424
3,state,hot,438
3,state,hot,443
3,state,cold,455
3,state,hot,458
3,state,hot,463
3,state,hot,474
3,state,hot,476
3,state,hot,478
3,state,hot,479
3,state,cold,486
3,state,hot,499
3,state,hot,504
3,state,hot,531
3,state,hot,542
3,state,hot,543
3,state,hot,556
3,state,hot,578
3,state,hot,587
3,state,hot,590
3,state,hot,596
3,state,hot,604
3,state,cold,614
3,state,hot,618
3,state,hot,630
3,state,hot,639
3,state,hot,647
3,state,hot,658
3,state,cold,693
3,state,cold,731
3,state,hot,732
3,state,hot,749
3,state,hot,771
3,state,hot,776
3,state,cold,801
3,state,hot,821
4,state,hot,104
4,state,hot,106
4,state,hot,120
4,state,hot,123
4,state,cold,131
4,state,hot,150
4,state,hot,161
4,state,hot,182
4,state,hot,184
4,state,hot,191
4,state,hot,207
4,state,hot,223
4,state,hot,228
4,state,hot,244
4,state,hot,260
4,state,cold,282
4,state,hot,292
4,state,hot,295
4,state,hot,300
4,state,hot,311
4,state,hot,315
4,state,hot,319
4,state,hot,321
4,state,hot,337
4,state,hot,342
4,state,hot,345
4,state,hot,360
4,state,hot,361
4,state,cold,362
4,state,hot,365
4,state,hot,369
4,state,hot,372
4,state,cold,381
4,state,hot,383
4,state,cold,396
4,state,hot,397
4,state,hot,408
4,state,hot,416
4,state,hot,419
4,state,hot,420
4,state,hot,424
4,state,hot,448
4,state,cold,455
4,state,hot,463
4,state,hot,469
4,state,hot,476
4,state,hot,479
4,state,hot,499
4,state,hot,500
4,state,hot,501
4,state,hot,504
4,state,hot,516
4,state,hot,531
4,state,hot,542
4,state,cold,577
4,state,hot,578
4,state,hot,587
4,state,hot,596
4,state,hot,604
4,state,hot,608
4,state,cold,614
4,state,hot,618
4,state,hot,622
4,state,hot,634
4,state,hot,639
4,state,cold,653
4,state,hot,670
4,state,hot,676
4,state,cold,692
4,state,hot,699
4,state,hot,706
4,state,hot,709
4,state,hot,717
4,state,cold,731
4,state,hot,732
4,state,hot,739
4,state,hot,743
4,state,hot,747
4,state,hot,749
4,state,hot,757
4,state,hot,777
4,state,cold,801
4,state,cold,807
5,state,hot,104
5,state,hot,106
5,state,hot,114
5,state,hot,163
5,state,hot,191
5,state,hot,195
5,state,cold,199
5,state,cold,220
5,state,hot,228
5,state,hot,239
5,state,hot,260
5,state,hot,279
5,state,cold,282
5,state,hot,289
5,state,hot,292
5,state,hot,295
5,state,hot,300
5,state,hot,315
5,state,hot,319
5,state,hot,321
5,state,hot,337
5,state,hot,338
5,state,hot,348
5,state,hot,361
5,state,hot,364
5,state,hot,365
5,state,hot,369
5,state,hot,372
5,state,hot,391
5,state,hot,397
5,state,hot,416
5,state,hot,424
5,state,hot,448
5,state,hot,458
5,state,hot,463
5,state,cold,474
5,state,hot,479
5,state,hot,499
5,state,hot,500
5,state,hot,539
5,state,hot,542
5,state,cold,577
5,state,hot,578
5,state,hot,596
5,state,hot,603
5,state,hot,604
5,state,cold,614
5,state,hot,617
5,state,hot,618
5,state,hot,622
5,state,hot,634
5,state,hot,647
5,state,hot,710
5,state,hot,718
5,state,hot,732
5,state,hot,739
5,state,hot,749
5,state,hot,753
5,state,hot,756
5,state,hot,773
5,state,cold,782
5,state,hot,793
5,state,cold,801
5,state,hot,817
6,state,hot,104
6,state,hot,106
6,state,hot,114
6,state,hot,115
6,state,hot,191
6,state,hot,213
6,state,cold,225
6,state,hot,228
6,state,hot,241
6,state,hot,244
6,state,hot,246
6,state,hot,260
6,state,hot,277
6,state,hot,279
6,state,cold,282
6,state,hot,286
6,state,hot,289
6,state,hot,292
6,state,hot,295
6,state,hot,300
6,state,hot,315
6,state,hot,332
6,state,hot,337
6,state,hot,338
6,state,hot,348
6,state,hot,361
6,state,hot,364
6,state,hot,365
6,state,hot,366
6,state,hot,369
6,state,hot,372
6,state,hot,378
6,state,cold,389
6,state,cold,395
6,state,hot,397
6,state,hot,416
6,state,hot,424
6,state,hot,448
6,state,cold,451
6,state,hot,458
6,state,hot,463
6,state,hot,471
6,state,cold,474
6,state,cold,483
6,state,hot,499
6,state,hot,500
6,state,hot,516
6,state,hot,542
6,state,hot,578
6,state,cold,583
6,state,hot,594
6,state,hot,596
6,state,hot,603
6,state,hot,604
6,state,hot,617
6,state,hot,618
6,state,hot,622
6,state,hot,634
6,state,hot,638
6,state,hot,647
6,state,hot,648
6,state,hot,710
6,state,hot,718
6,state,hot,732
6,state,hot,739
6,state,hot,749
6,state,hot,752
6,state,hot,753
6,state,hot,773
6,state,hot,790
6,state,hot,793
6,state,cold,807
6,state,hot,812
6,state,hot,817
7,state,hot,104
7,state,hot,106
7,state,hot,128
7,state,hot,191
7,state,cold,225
7,state,hot,228
7,state,hot,241
7,state,hot,243
7,state,hot,244
7,state,hot,260
7,state,hot,279
7,state,cold,282
7,state,hot,286
7,state,hot,289
7,state,hot,292
7,state,hot,295
7,state,hot,300
7,state,hot,332
7,state,hot,337
7,state,hot,338
7,state,hot,348
7,state,hot,361
7,state,cold,362
7,state,hot,364
7,state,hot,365
7,state,hot,366
7,state,hot,369
7,state,hot,372
7,state,hot,378
7,state,hot,379
7,state,hot,397
7,state,hot,416
7,state,hot,420
7,state,hot,424
7,state,hot,433
7,state,hot,448
7,state,hot,458
7,state,hot,463
7,state,hot,471
7,state,cold,474
7,state,cold,477
7,state,hot,499
7,state,hot,500
7,state,hot,504
7,state,hot,530
7,state,hot,542
7,state,hot,547
7,state,hot,555
7,state,hot,559
7,state,hot,578
7,state,cold,583
7,state,cold,591
7,state,hot,594
7,state,hot,596
7,state,hot,603
7,state,hot,604
7,state,hot,614
7,state,hot,617
7,state,hot,618
7,state,hot,622
7,state,hot,634
7,state,hot,638
7,state,hot,647
7,state,hot,648
7,state,hot,661
7,state,hot,662
7,state,hot,710
7,state,hot,718
7,state,hot,732
7,state,hot,739
7,state,hot,749
7,state,hot,753
7,state,hot,773
7,state,hot,790
7,state,hot,793
7,state,cold,807
7,state,hot,815
7,state,hot,817
