From_Category,To_Category,Ratio_of_human_to_shortest
C0073,C0006,1.9
C0073,C0007,1.62
C0073,C0008,1.76
C0073,C0009,1.66
C0073,C0010,2.0
C0073,C0011,1.44
C0073,C0012,2.0
C0073,C0013,1.33
C0073,C0014,1.66
C0073,C0015,1.92
C0073,C0016,1.87
C0073,C0017,1.77
C0073,C0019,2.75
C0073,C0021,1.0
C0073,C0023,1.5
C0073,C0026,1.17
C0073,C0027,1.75
C0073,C0028,1.0
C0073,C0029,1.0
C0073,C0030,1.0
C0073,C0031,1.85
C0073,C0033,1.89
C0073,C0034,1.92
C0073,C0040,1.75
C0073,C0042,1.39
C0073,C0044,1.61
C0073,C0045,2.42
C0073,C0046,1.25
C0073,C0047,1.75
C0073,C0049,1.71
C0073,C0051,2.35
C0073,C0052,1.0
C0073,C0053,1.54
C0073,C0054,1.19
C0073,C0055,1.73
C0073,C0056,1.83
C0073,C0057,1.42
C0073,C0058,2.06
C0073,C0059,1.83
C0073,C0060,2.67
C0073,C0062,1.56
C0073,C0064,1.0
C0073,C0065,1.7
C0073,C0067,2.19
C0073,C0068,1.55
C0073,C0070,1.25
C0073,C0071,1.11
C0073,C0074,1.08
C0073,C0076,2.5
C0073,C0079,1.0
C0073,C0081,1.67
C0073,C0082,1.0
C0073,C0084,1.5
C0073,C0085,1.5
C0073,C0086,1.5
C0073,C0087,1.33
C0073,C0088,1.33
C0073,C0093,2.5
C0073,C0097,1.0
C0073,C0098,1.11
C0073,C0101,1.33
C0073,C0102,1.17
C0073,C0103,1.39
C0073,C0104,1.5
C0073,C0105,2.0
C0073,C0107,2.0
C0073,C0109,1.96
C0073,C0110,1.58
C0073,C0111,1.71
C0073,C0113,2.25
C0073,C0114,2.67
C0073,C0115,2.27
C0073,C0117,1.94
C0073,C0118,1.74
C0073,C0119,1.84
C0073,C0120,1.65
C0073,C0121,2.5
C0073,C0122,1.55
C0073,C0125,1.33
C0073,C0126,1.33
C0073,C0128,1.25
C0073,C0129,1.36
C0073,C0130,1.94
C0073,C0131,2.67
C0073,C0132,2.0
C0073,C0133,2.0
C0073,C0134,1.51
C0073,C0135,2.14
C0073,C0137,3.75
C0073,C0138,1.5
C0073,C0139,1.8
C0073,C0140,1.67
C0073,C0142,1.56
C0073,C0143,1.93
C0073,C0144,1.89
C0073,C0145,1.89
C0074,C0001,1.85
C0074,C0002,3.5
C0074,C0003,1.17
C0074,C0004,1.99
C0074,C0005,1.74
C0074,C0006,3.15
C0074,C0007,2.14
C0074,C0008,1.78
C0074,C0009,1.83
C0074,C0010,2.12
C0074,C0011,3.5
C0074,C0012,1.6
C0074,C0013,1.5
C0074,C0014,1.48
C0074,C0015,1.51
C0074,C0016,2.11
C0074,C0017,3.5
C0074,C0020,1.17
C0074,C0027,1.0
C0074,C0028,1.67
C0074,C0030,2.25
C0074,C0031,2.06
C0074,C0034,3.45
C0074,C0035,1.0
C0074,C0037,2.0
C0074,C0038,1.0
C0074,C0042,2.32
C0074,C0044,1.25
C0074,C0047,1.33
C0074,C0048,2.17
C0074,C0049,1.64
C0074,C0051,1.5
C0074,C0052,1.67
C0074,C0053,1.69
C0074,C0054,2.03
C0074,C0055,1.9
C0074,C0056,1.57
C0074,C0057,2.33
C0074,C0058,2.17
C0074,C0060,2.42
C0074,C0062,1.38
C0074,C0063,1.0
C0074,C0064,2.0
C0074,C0065,2.39
C0074,C0067,2.19
C0074,C0068,1.96
C0074,C0069,1.33
C0074,C0070,1.33
C0074,C0072,1.0
C0074,C0073,1.5
C0074,C0074,1.0
C0074,C0079,2.12
C0074,C0086,3.5
C0074,C0087,1.0
C0074,C0090,1.66
C0074,C0091,1.0
C0074,C0092,1.33
C0074,C0093,1.95
C0074,C0096,1.33
C0074,C0097,1.67
C0074,C0098,1.29
C0074,C0099,1.83
C0074,C0101,1.33
C0074,C0102,1.5
C0074,C0103,1.42
C0074,C0104,3.33
C0074,C0105,1.0
C0074,C0107,1.29
C0074,C0108,1.33
C0074,C0109,1.55
C0074,C0110,1.0
C0074,C0111,1.58
C0074,C0113,1.39
C0074,C0115,1.5
C0074,C0117,1.94
C0074,C0118,1.9
C0074,C0119,2.37
C0074,C0120,1.58
C0074,C0121,1.33
C0074,C0122,1.64
C0074,C0123,2.67
C0074,C0124,1.72
C0074,C0125,1.5
C0074,C0126,2.17
C0074,C0128,1.67
C0074,C0129,2.39
C0074,C0131,1.5
C0074,C0132,2.27
C0074,C0133,2.06
C0074,C0134,1.58
C0074,C0135,1.33
C0074,C0137,1.48
C0074,C0138,1.83
C0074,C0139,1.94
C0074,C0140,1.92
C0074,C0141,2.0
C0074,C0143,1.85
C0074,C0144,2.0
C0074,C0145,3.4
C0074,C0146,2.5
C0075,C0001,1.69
C0075,C0003,2.08
C0075,C0004,1.52
C0075,C0005,2.08
C0075,C0006,1.58
C0075,C0007,2.36
C0075,C0008,1.74
C0075,C0009,1.48
C0075,C0010,1.38
C0075,C0011,1.69
C0075,C0013,2.12
C0075,C0014,1.77
C0075,C0015,1.62
C0075,C0016,1.42
C0075,C0019,2.45
C0075,C0021,1.0
C0075,C0023,1.54
C0075,C0030,1.25
C0075,C0031,1.56
C0075,C0033,1.88
C0075,C0035,1.0
C0075,C0040,5.0
C0075,C0042,3.5
C0075,C0043,4.4
C0075,C0046,1.32
C0075,C0047,1.25
C0075,C0048,1.25
C0075,C0049,2.17
C0075,C0051,1.72
C0075,C0052,1.5
C0075,C0053,1.95
C0075,C0054,1.67
C0075,C0055,1.17
C0075,C0059,1.75
C0075,C0061,1.5
C0075,C0062,2.08
C0075,C0063,2.0
C0075,C0065,2.17
C0075,C0067,1.25
C0075,C0070,1.38
C0075,C0079,1.38
C0075,C0082,1.33
C0075,C0084,1.25
C0075,C0085,2.5
C0075,C0090,2.12
C0075,C0095,1.83
C0075,C0102,1.5
C0075,C0110,1.8
C0075,C0112,2.0
C0075,C0115,1.25
C0075,C0117,1.57
C0075,C0118,1.43
C0075,C0119,1.04
C0075,C0120,2.17
C0075,C0121,1.92
C0075,C0122,3.33
C0075,C0123,1.0
C0075,C0126,1.5
C0075,C0128,1.0
C0075,C0129,1.57
C0075,C0130,1.0
C0075,C0133,1.41
C0075,C0135,2.58
C0075,C0137,1.5
C0075,C0138,1.42
C0075,C0139,1.53
C0075,C0140,1.08
C0075,C0142,1.04
C0075,C0143,1.0
C0076,C0001,1.77
C0076,C0002,1.67
C0076,C0003,2.82
C0076,C0004,2.24
C0076,C0005,1.67
C0076,C0006,1.54
C0076,C0007,1.78
C0076,C0008,1.72
C0076,C0009,1.77
C0076,C0010,1.13
C0076,C0011,1.86
C0076,C0012,1.25
C0076,C0013,1.08
C0076,C0014,1.75
C0076,C0015,1.67
C0076,C0016,1.9
C0076,C0017,1.67
C0076,C0019,2.27
C0076,C0022,3.5
C0076,C0027,2.29
C0076,C0031,2.17
C0076,C0033,1.44
C0076,C0034,1.83
C0076,C0036,1.0
C0076,C0037,3.33
C0076,C0039,1.46
C0076,C0040,1.25
C0076,C0042,2.02
C0076,C0044,1.56
C0076,C0045,1.45
C0076,C0046,1.37
C0076,C0049,1.6
C0076,C0051,1.0
C0076,C0052,2.0
C0076,C0053,1.7
C0076,C0054,1.6
C0076,C0055,1.69
C0076,C0056,1.56
C0076,C0059,1.55
C0076,C0061,2.38
C0076,C0062,2.04
C0076,C0063,1.5
C0076,C0065,1.9
C0076,C0067,1.71
C0076,C0068,1.43
C0076,C0070,1.79
C0076,C0072,1.0
C0076,C0073,2.44
C0076,C0076,1.0
C0076,C0077,1.33
C0076,C0078,1.0
C0076,C0080,1.67
C0076,C0082,3.0
C0076,C0084,1.62
C0076,C0088,1.08
C0076,C0092,1.33
C0076,C0095,2.0
C0076,C0096,1.17
C0076,C0098,3.12
C0076,C0099,2.67
C0076,C0102,1.83
C0076,C0103,1.33
C0076,C0104,1.17
C0076,C0105,1.53
C0076,C0107,1.0
C0076,C0109,2.67
C0076,C0110,1.62
C0076,C0111,1.67
C0076,C0113,2.25
C0076,C0114,1.52
C0076,C0115,1.0
C0076,C0116,2.0
C0076,C0117,2.04
C0076,C0118,1.36
C0076,C0119,2.08
C0076,C0120,1.59
C0076,C0121,1.0
C0076,C0122,1.73
C0076,C0123,1.5
C0076,C0126,1.71
C0076,C0133,3.0
C0076,C0134,2.67
C0076,C0135,1.87
C0076,C0136,1.25
C0076,C0138,1.5
C0076,C0139,1.3
C0076,C0142,1.0
C0076,C0143,1.73
C0076,C0144,1.0
C0076,C0145,2.52
C0077,C0001,1.66
C0077,C0004,1.33
C0077,C0005,1.65
C0077,C0007,1.56
C0077,C0008,1.78
C0077,C0009,1.47
C0077,C0010,1.33
C0077,C0011,1.75
C0077,C0012,3.33
C0077,C0013,1.92
C0077,C0014,1.54
C0077,C0015,1.58
C0077,C0016,1.84
C0077,C0027,2.0
C0077,C0029,1.0
C0077,C0031,1.0
C0077,C0041,1.38
C0077,C0042,1.7
C0077,C0049,1.67
C0077,C0051,2.25
C0077,C0053,1.39
C0077,C0054,2.0
C0077,C0055,2.22
C0077,C0059,1.8
C0077,C0060,1.0
C0077,C0064,1.2
C0077,C0065,1.75
C0077,C0070,1.53
C0077,C0073,1.0
C0077,C0078,1.33
C0077,C0086,1.75
C0077,C0087,2.25
C0077,C0089,2.0
C0077,C0090,1.5
C0077,C0092,1.0
C0077,C0096,1.38
C0077,C0109,1.5
C0077,C0110,1.75
C0077,C0112,1.58
C0077,C0117,1.63
C0077,C0118,1.8
C0077,C0119,1.83
C0077,C0120,1.67
C0077,C0122,1.39
C0077,C0123,2.0
C0077,C0133,1.33
C0077,C0135,1.6
C0077,C0137,2.25
C0077,C0138,1.33
C0077,C0139,2.11
C0077,C0143,2.67
C0077,C0144,1.0
C0078,C0001,1.66
C0078,C0002,1.25
C0078,C0003,2.27
C0078,C0004,1.36
C0078,C0005,1.53
C0078,C0006,1.57
C0078,C0007,1.89
C0078,C0008,1.68
C0078,C0009,1.79
C0078,C0010,1.56
C0078,C0011,1.66
C0078,C0013,1.36
C0078,C0014,1.56
C0078,C0015,1.22
C0078,C0016,1.79
C0078,C0017,1.25
C0078,C0019,2.08
C0078,C0022,3.0
C0078,C0025,1.67
C0078,C0029,1.0
C0078,C0030,1.31
C0078,C0031,1.33
C0078,C0033,1.69
C0078,C0035,1.67
C0078,C0036,1.47
C0078,C0038,2.0
C0078,C0042,1.82
C0078,C0043,2.69
C0078,C0045,2.0
C0078,C0046,1.29
C0078,C0048,1.38
C0078,C0049,1.81
C0078,C0051,1.0
C0078,C0053,1.44
C0078,C0054,1.45
C0078,C0055,1.67
C0078,C0056,1.63
C0078,C0057,2.0
C0078,C0058,1.46
C0078,C0059,1.85
C0078,C0062,1.69
C0078,C0063,3.67
C0078,C0065,2.05
C0078,C0067,1.69
C0078,C0068,2.02
C0078,C0070,1.33
C0078,C0072,1.0
C0078,C0074,1.0
C0078,C0075,1.44
C0078,C0076,1.0
C0078,C0078,1.88
C0078,C0079,1.0
C0078,C0081,1.89
C0078,C0083,1.58
C0078,C0089,1.33
C0078,C0090,1.44
C0078,C0091,1.62
C0078,C0092,1.75
C0078,C0093,1.5
C0078,C0095,1.0
C0078,C0096,2.08
C0078,C0098,1.0
C0078,C0099,1.67
C0078,C0101,2.0
C0078,C0102,1.33
C0078,C0104,1.62
C0078,C0105,1.53
C0078,C0107,1.2
C0078,C0108,1.47
C0078,C0109,1.65
C0078,C0110,1.96
C0078,C0111,1.0
C0078,C0116,1.26
C0078,C0117,1.89
C0078,C0118,1.56
C0078,C0119,1.6
C0078,C0120,1.48
C0078,C0121,1.0
C0078,C0122,1.44
C0078,C0123,2.0
C0078,C0124,1.46
C0078,C0125,1.0
C0078,C0126,1.95
C0078,C0128,1.5
C0078,C0129,1.2
C0078,C0132,1.85
C0078,C0133,1.75
C0078,C0134,1.67
C0078,C0135,2.36
C0078,C0137,1.73
C0078,C0138,1.5
C0078,C0139,1.62
C0078,C0140,1.25
C0078,C0143,1.5
C0078,C0144,1.63
C0078,C0145,2.0
C0079,C0001,1.67
C0079,C0002,1.83
C0079,C0003,1.83
C0079,C0004,1.53
C0079,C0005,1.59
C0079,C0006,1.87
C0079,C0007,2.08
C0079,C0008,1.42
C0079,C0009,1.72
C0079,C0010,1.27
C0079,C0011,1.6
C0079,C0012,1.67
C0079,C0013,1.78
C0079,C0014,1.5
C0079,C0015,2.06
C0079,C0016,1.77
C0079,C0017,1.83
C0079,C0021,1.0
C0079,C0022,3.5
C0079,C0027,1.33
C0079,C0028,1.29
C0079,C0029,1.75
C0079,C0030,1.7
C0079,C0031,1.0
C0079,C0034,2.02
C0079,C0035,1.0
C0079,C0039,3.33
C0079,C0040,5.33
C0079,C0041,1.77
C0079,C0042,1.79
C0079,C0044,1.29
C0079,C0047,1.44
C0079,C0049,1.35
C0079,C0051,1.23
C0079,C0052,1.67
C0079,C0053,1.68
C0079,C0054,1.46
C0079,C0055,1.57
C0079,C0056,1.19
C0079,C0057,1.83
C0079,C0058,1.43
C0079,C0059,1.06
C0079,C0062,1.25
C0079,C0063,1.25
C0079,C0065,1.33
C0079,C0066,1.67
C0079,C0067,1.79
C0079,C0068,1.83
C0079,C0070,1.75
C0079,C0073,1.75
C0079,C0074,1.71
C0079,C0076,1.43
C0079,C0078,1.0
C0079,C0079,1.0
C0079,C0080,1.0
C0079,C0081,2.0
C0079,C0084,1.5
C0079,C0085,1.97
C0079,C0086,1.62
C0079,C0087,1.83
C0079,C0089,1.67
C0079,C0093,1.33
C0079,C0095,1.08
C0079,C0096,1.5
C0079,C0098,1.0
C0079,C0102,2.09
C0079,C0103,1.29
C0079,C0105,1.25
C0079,C0107,1.38
C0079,C0109,1.25
C0079,C0110,1.59
C0079,C0111,2.14
C0079,C0112,2.21
C0079,C0113,1.83
C0079,C0114,1.0
C0079,C0115,2.0
C0079,C0117,1.94
C0079,C0118,1.58
C0079,C0119,1.66
C0079,C0120,1.36
C0079,C0121,1.17
C0079,C0122,2.33
C0079,C0123,1.67
C0079,C0125,1.5
C0079,C0126,1.55
C0079,C0128,1.96
C0079,C0129,2.01
C0079,C0130,1.32
C0079,C0132,2.33
C0079,C0133,1.78
C0079,C0134,1.72
C0079,C0135,3.11
C0079,C0137,2.08
C0079,C0139,1.6
C0079,C0141,1.33
C0079,C0142,1.33
C0079,C0143,2.06
C0079,C0144,1.63
C0079,C0145,1.69
C0080,C0001,1.62
C0080,C0003,1.0
C0080,C0004,2.24
C0080,C0005,1.75
C0080,C0006,1.33
C0080,C0007,1.67
C0080,C0008,1.58
C0080,C0009,1.58
C0080,C0010,1.33
C0080,C0011,1.0
C0080,C0012,1.33
C0080,C0013,1.83
C0080,C0014,1.28
C0080,C0016,1.46
C0080,C0019,1.0
C0080,C0022,1.0
C0080,C0023,2.45
C0080,C0027,1.25
C0080,C0028,2.6
C0080,C0031,2.25
C0080,C0034,1.33
C0080,C0040,2.33
C0080,C0042,1.67
C0080,C0048,1.59
C0080,C0049,1.66
C0080,C0051,2.0
C0080,C0052,1.56
C0080,C0054,1.58
C0080,C0055,1.5
C0080,C0058,1.42
C0080,C0061,4.2
C0080,C0062,1.04
C0080,C0067,1.5
C0080,C0068,1.22
C0080,C0070,2.08
C0080,C0073,1.5
C0080,C0074,1.33
C0080,C0075,1.33
C0080,C0078,1.33
C0080,C0081,1.0
C0080,C0087,1.9
C0080,C0089,1.5
C0080,C0094,1.25
C0080,C0098,1.22
C0080,C0110,1.5
C0080,C0117,1.5
C0080,C0118,1.58
C0080,C0119,1.17
C0080,C0121,2.0
C0080,C0124,1.5
C0080,C0128,1.5
C0080,C0129,1.2
C0080,C0130,1.4
C0080,C0132,1.17
C0080,C0133,1.42
C0080,C0135,1.65
C0080,C0137,2.0
C0080,C0138,1.6
C0080,C0139,1.5
C0080,C0145,1.17
C0081,C0001,1.76
C0081,C0003,1.88
C0081,C0004,1.49
C0081,C0005,1.78
C0081,C0006,1.76
C0081,C0007,1.96
C0081,C0008,1.79
C0081,C0009,1.88
C0081,C0010,1.84
C0081,C0011,1.32
C0081,C0012,1.21
C0081,C0013,1.42
C0081,C0014,1.79
C0081,C0015,1.72
C0081,C0016,1.82
C0081,C0019,2.42
C0081,C0020,1.67
C0081,C0022,1.0
C0081,C0026,1.33
C0081,C0027,1.75
C0081,C0028,1.5
C0081,C0030,2.0
C0081,C0031,1.4
C0081,C0033,1.17
C0081,C0034,2.1
C0081,C0035,1.0
C0081,C0038,1.86
C0081,C0039,2.0
C0081,C0040,2.25
C0081,C0041,1.25
C0081,C0042,2.69
C0081,C0044,1.25
C0081,C0045,1.79
C0081,C0046,1.87
C0081,C0047,1.96
C0081,C0048,1.89
C0081,C0049,1.57
C0081,C0050,1.17
C0081,C0051,1.46
C0081,C0052,2.16
C0081,C0053,1.72
C0081,C0054,1.64
C0081,C0055,1.46
C0081,C0056,1.98
C0081,C0057,2.07
C0081,C0058,1.86
C0081,C0059,1.33
C0081,C0060,2.0
C0081,C0061,1.25
C0081,C0062,2.56
C0081,C0065,1.85
C0081,C0067,2.01
C0081,C0068,2.28
C0081,C0070,1.75
C0081,C0072,1.08
C0081,C0073,1.33
C0081,C0074,1.0
C0081,C0075,2.43
C0081,C0076,1.0
C0081,C0077,1.33
C0081,C0078,1.67
C0081,C0079,1.32
C0081,C0081,1.29
C0081,C0084,1.75
C0081,C0085,1.0
C0081,C0089,1.42
C0081,C0092,1.33
C0081,C0093,1.67
C0081,C0095,1.25
C0081,C0096,1.67
C0081,C0098,1.33
C0081,C0099,1.33
C0081,C0102,2.18
C0081,C0103,1.81
C0081,C0104,1.0
C0081,C0105,1.25
C0081,C0106,4.0
C0081,C0107,2.17
C0081,C0108,1.5
C0081,C0109,1.69
C0081,C0110,1.33
C0081,C0111,1.5
C0081,C0113,1.89
C0081,C0114,1.86
C0081,C0115,1.62
C0081,C0117,2.02
C0081,C0118,1.57
C0081,C0119,1.64
C0081,C0120,2.0
C0081,C0121,1.5
C0081,C0122,2.19
C0081,C0123,1.5
C0081,C0124,2.08
C0081,C0125,1.76
C0081,C0126,2.22
C0081,C0128,2.0
C0081,C0129,2.17
C0081,C0130,2.18
C0081,C0131,1.33
C0081,C0132,1.39
C0081,C0133,1.67
C0081,C0134,1.74
C0081,C0135,1.9
C0081,C0136,3.22
C0081,C0137,3.5
C0081,C0138,1.5
C0081,C0139,1.52
C0081,C0141,2.67
C0081,C0142,1.0
C0081,C0143,1.25
C0081,C0144,1.85
C0081,C0145,1.0
C0081,C0146,1.67
C0082,C0001,1.82
C0082,C0002,1.33
C0082,C0003,1.33
C0082,C0004,1.95
C0082,C0005,1.33
C0082,C0006,5.96
C0082,C0007,1.67
C0082,C0008,1.83
C0082,C0009,1.48
C0082,C0010,9.84
C0082,C0012,1.0
C0082,C0013,1.83
C0082,C0014,1.6
C0082,C0015,1.12
C0082,C0016,1.68
C0082,C0017,1.33
C0082,C0019,1.33
C0082,C0026,2.0
C0082,C0031,1.92
C0082,C0032,2.67
C0082,C0034,9.84
C0082,C0036,1.5
C0082,C0038,2.25
C0082,C0040,1.0
C0082,C0041,1.12
C0082,C0042,1.87
C0082,C0046,1.25
C0082,C0049,1.67
C0082,C0051,1.0
C0082,C0052,2.39
C0082,C0053,1.33
C0082,C0054,1.0
C0082,C0055,1.86
C0082,C0056,1.75
C0082,C0059,1.33
C0082,C0061,1.4
C0082,C0062,2.06
C0082,C0065,1.92
C0082,C0067,1.33
C0082,C0068,1.75
C0082,C0070,1.25
C0082,C0072,1.42
C0082,C0076,9.84
C0082,C0087,2.25
C0082,C0089,1.0
C0082,C0093,2.0
C0082,C0096,1.8
C0082,C0097,1.25
C0082,C0098,1.42
C0082,C0102,1.67
C0082,C0103,1.0
C0082,C0105,1.5
C0082,C0107,2.0
C0082,C0109,1.0
C0082,C0110,1.5
C0082,C0111,1.5
C0082,C0115,1.0
C0082,C0117,1.63
C0082,C0118,1.76
C0082,C0119,1.61
C0082,C0122,1.0
C0082,C0123,2.0
C0082,C0125,1.67
C0082,C0127,1.0
C0082,C0133,1.12
C0082,C0134,1.69
C0082,C0135,1.0
C0082,C0136,2.67
C0082,C0137,1.83
C0082,C0138,2.0
C0082,C0139,1.74
C0082,C0140,1.67
C0082,C0143,1.73
C0082,C0144,1.0
C0083,C0001,1.99
C0083,C0002,4.25
C0083,C0003,2.11
C0083,C0004,1.8
C0083,C0005,1.78
C0083,C0006,2.02
C0083,C0007,2.21
C0083,C0008,1.91
C0083,C0009,1.89
C0083,C0010,1.25
C0083,C0011,3.0
C0083,C0012,1.83
C0083,C0013,1.17
C0083,C0014,1.82
C0083,C0015,1.28
C0083,C0016,2.01
C0083,C0017,4.25
C0083,C0019,2.67
C0083,C0021,2.25
C0083,C0022,1.0
C0083,C0026,1.0
C0083,C0028,1.66
C0083,C0031,1.89
C0083,C0033,2.0
C0083,C0034,2.1
C0083,C0035,1.62
C0083,C0038,1.94
C0083,C0039,2.0
C0083,C0041,2.17
C0083,C0042,2.6
C0083,C0043,2.0
C0083,C0045,1.0
C0083,C0046,1.33
C0083,C0049,1.83
C0083,C0051,2.59
C0083,C0052,1.76
C0083,C0053,1.57
C0083,C0054,1.73
C0083,C0055,1.67
C0083,C0056,2.28
C0083,C0057,1.0
C0083,C0059,1.9
C0083,C0060,2.2
C0083,C0061,1.33
C0083,C0062,1.56
C0083,C0065,2.0
C0083,C0067,2.51
C0083,C0068,1.33
C0083,C0070,1.55
C0083,C0071,2.22
C0083,C0072,1.42
C0083,C0074,1.67
C0083,C0076,1.25
C0083,C0081,2.25
C0083,C0083,1.0
C0083,C0086,6.5
C0083,C0087,1.0
C0083,C0089,1.0
C0083,C0090,1.33
C0083,C0095,1.75
C0083,C0098,1.38
C0083,C0099,4.0
C0083,C0102,2.52
C0083,C0103,1.67
C0083,C0109,1.66
C0083,C0113,1.33
C0083,C0114,1.67
C0083,C0115,1.0
C0083,C0117,2.03
C0083,C0118,1.71
C0083,C0119,1.55
C0083,C0120,1.93
C0083,C0121,1.81
C0083,C0122,1.58
C0083,C0123,2.04
C0083,C0126,2.19
C0083,C0127,3.17
C0083,C0129,3.8
C0083,C0132,1.33
C0083,C0133,1.89
C0083,C0134,3.0
C0083,C0135,2.01
C0083,C0137,2.81
C0083,C0138,2.03
C0083,C0139,1.71
C0083,C0140,1.39
C0083,C0143,1.67
C0083,C0144,1.69
C0083,C0145,1.44
C0083,C0146,1.67
C0084,C0001,1.75
C0084,C0002,1.67
C0084,C0003,1.0
C0084,C0004,1.45
C0084,C0005,1.72
C0084,C0006,1.77
C0084,C0007,1.92
C0084,C0008,1.72
C0084,C0009,1.7
C0084,C0010,1.94
C0084,C0011,2.12
C0084,C0012,1.33
C0084,C0013,1.87
C0084,C0014,1.62
C0084,C0015,1.97
C0084,C0016,1.81
C0084,C0017,1.67
C0084,C0021,1.0
C0084,C0023,1.75
C0084,C0027,1.0
C0084,C0028,1.67
C0084,C0029,1.5
C0084,C0031,1.29
C0084,C0032,1.5
C0084,C0033,1.33
C0084,C0034,2.2
C0084,C0035,1.17
C0084,C0037,1.0
C0084,C0038,2.25
C0084,C0039,2.5
C0084,C0040,2.5
C0084,C0042,2.0
C0084,C0045,1.37
C0084,C0047,1.67
C0084,C0049,1.76
C0084,C0051,2.06
C0084,C0052,1.95
C0084,C0053,1.57
C0084,C0054,1.21
C0084,C0055,1.9
C0084,C0056,1.55
C0084,C0057,2.14
C0084,C0058,1.42
C0084,C0060,1.33
C0084,C0061,1.0
C0084,C0062,1.33
C0084,C0063,1.0
C0084,C0064,1.56
C0084,C0065,1.46
C0084,C0067,1.65
C0084,C0068,4.0
C0084,C0070,1.0
C0084,C0071,1.25
C0084,C0072,3.67
C0084,C0073,1.0
C0084,C0074,1.14
C0084,C0075,1.0
C0084,C0079,2.42
C0084,C0082,1.5
C0084,C0083,2.5
C0084,C0084,2.0
C0084,C0087,1.67
C0084,C0088,1.67
C0084,C0090,2.17
C0084,C0096,3.5
C0084,C0098,1.93
C0084,C0100,1.33
C0084,C0102,2.67
C0084,C0104,2.67
C0084,C0105,1.14
C0084,C0106,1.67
C0084,C0107,2.0
C0084,C0109,1.43
C0084,C0110,1.0
C0084,C0111,2.0
C0084,C0112,1.0
C0084,C0113,2.77
C0084,C0115,1.58
C0084,C0116,1.86
C0084,C0117,1.59
C0084,C0118,1.82
C0084,C0119,2.53
C0084,C0120,1.69
C0084,C0121,1.42
C0084,C0122,1.57
C0084,C0123,2.31
C0084,C0124,1.56
C0084,C0125,2.0
C0084,C0126,2.08
C0084,C0128,1.17
C0084,C0129,1.62
C0084,C0130,2.0
C0084,C0132,1.88
C0084,C0133,1.0
C0084,C0134,2.25
C0084,C0135,1.47
C0084,C0136,1.0
C0084,C0137,1.44
C0084,C0138,1.0
C0084,C0139,1.85
C0084,C0140,1.83
C0084,C0142,1.5
C0084,C0143,5.17
C0084,C0144,1.33
C0084,C0145,1.29
C0085,C0001,1.69
C0085,C0002,3.33
C0085,C0003,1.87
C0085,C0004,1.0
C0085,C0005,1.78
C0085,C0006,1.7
C0085,C0007,1.84
C0085,C0008,1.68
C0085,C0009,1.92
C0085,C0011,1.52
C0085,C0012,2.0
C0085,C0013,1.84
C0085,C0014,1.49
C0085,C0015,1.93
C0085,C0016,1.69
C0085,C0017,3.33
C0085,C0019,2.11
C0085,C0021,1.89
C0085,C0022,1.0
C0085,C0030,1.0
C0085,C0033,1.0
C0085,C0034,1.77
C0085,C0037,1.4
C0085,C0040,1.93
C0085,C0041,1.75
C0085,C0042,1.97
C0085,C0046,1.0
C0085,C0049,1.63
C0085,C0051,1.66
C0085,C0052,1.75
C0085,C0053,1.47
C0085,C0054,1.22
C0085,C0055,2.03
C0085,C0056,1.83
C0085,C0057,3.0
C0085,C0058,1.67
C0085,C0060,2.0
C0085,C0061,1.25
C0085,C0062,1.55
C0085,C0063,1.0
C0085,C0064,1.8
C0085,C0065,1.47
C0085,C0066,1.67
C0085,C0067,2.74
C0085,C0068,2.42
C0085,C0070,1.58
C0085,C0072,1.5
C0085,C0073,1.39
C0085,C0074,1.61
C0085,C0081,1.5
C0085,C0082,1.5
C0085,C0083,1.67
C0085,C0086,1.5
C0085,C0087,1.33
C0085,C0088,1.4
C0085,C0089,1.25
C0085,C0090,2.38
C0085,C0093,1.0
C0085,C0094,1.67
C0085,C0097,1.75
C0085,C0098,1.0
C0085,C0100,2.0
C0085,C0102,1.71
C0085,C0104,1.17
C0085,C0105,1.5
C0085,C0107,1.67
C0085,C0108,1.44
C0085,C0110,1.5
C0085,C0111,1.33
C0085,C0113,1.5
C0085,C0115,2.12
C0085,C0117,1.75
C0085,C0118,1.65
C0085,C0119,1.59
C0085,C0120,1.0
C0085,C0121,1.62
C0085,C0122,1.17
C0085,C0123,2.44
C0085,C0125,1.83
C0085,C0126,3.25
C0085,C0127,2.5
C0085,C0129,1.71
C0085,C0132,1.82
C0085,C0133,1.61
C0085,C0134,1.75
C0085,C0135,1.7
C0085,C0136,1.64
C0085,C0137,2.17
C0085,C0138,1.0
C0085,C0139,1.53
C0085,C0140,1.96
C0085,C0143,1.25
C0085,C0144,1.75
C0085,C0145,1.42
C0085,C0146,1.67
C0086,C0001,1.96
C0086,C0003,1.55
C0086,C0004,2.01
C0086,C0005,1.62
C0086,C0006,1.83
C0086,C0007,1.92
C0086,C0008,1.61
C0086,C0009,1.7
C0086,C0010,1.47
C0086,C0011,1.8
C0086,C0012,1.0
C0086,C0014,1.8
C0086,C0015,1.73
C0086,C0016,2.01
C0086,C0021,1.55
C0086,C0027,2.75
C0086,C0030,1.56
C0086,C0031,2.13
C0086,C0033,1.25
C0086,C0034,2.42
C0086,C0038,1.81
C0086,C0042,2.01
C0086,C0043,2.25
C0086,C0044,2.0
C0086,C0045,1.5
